responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico;te_agencia;te_conta_corrente;numero_siafi;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;143974;RESOLUÇÃO SES;1683;APROVADO;TRES PONTAS;SANTA CASA DE MISERICORDIA HOSPITAL SAO FRANCISCO ASSIS;25.268.012/0001-22;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para Custeio;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9426837;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3198
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;144895;RESOLUÇÃO SES;1853;APROVADO;BELO HORIZONTE;FUNDAÇÃO DE ASSISTÊNCIA INTEGRAL À SAÚDE;25.459.256/0001-92;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9426946;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2655
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;144896;RESOLUÇÃO SES;1853;APROVADO;BELO HORIZONTE;FUNDAÇÃO HOSPITALAR SÃO FRANCISCO DE ASSIS;13.025.354/0001-32;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;9478;-;-;9426947;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2656
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;144914;RESOLUÇÃO SES;1853;APROVADO;BELO HORIZONTE;FUNDACAO BENJAMIN GUIMARAES;17.200.429/0001-25;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9426948;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2657
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;144952;RESOLUÇÃO SES;1877;REPROVADO PELO ÓRGÃO;BRASOPOLIS;SANTA CASA DE MISERICÓRDIA SÃO CAETANO DE VARGEM GRANDE;18.921.817/0001-68;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;Conforme parecer emitido pela área técnica, manifesta-se desfavorável, uma vez que o valo indicado ultrapassa o teto R$ 269.528,60, considerando indicações anteriores;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;-;-;;4291 10 302 058 4121 0001 3 3 99 99 0 10 8;3;
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;145040;RESOLUÇÃO SES;1887;APROVADO;POCO FUNDO;HOSPITAL DE GIMIRIM;17.421.173/0001-86;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio;FES Custeio;550000,0;;550000,0;550000,0;550000,0;550000,0;0,0;0,0;0,0;0,0;9508;-;-;9428024;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3561
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;145275;RESOLUÇÃO SES;1935;APROVADO;NEPOMUCENO;SANTA CASA DE MISERICORDIA DE NEPOMUCENO;22.888.846/0001-42;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;9478;-;-;9427371;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3093
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;145310;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1938;ENVIADA PARA SEE;BOA ESPERANCA;EE PROFESSORA SÍLVIA MESQUITA;;171255,0;4524;MANUTENÇÃO PREDIAL;OUTRAS DESPESAS CORRENTES;;;;Manutenção e Conservação Predial;Manutenção e Conservação Predial;190000,0;;190000,0;190000,0;190000,0;190000,0;0,0;0,0;0,0;0,0;;-;-;707493;1261 12 368 168 4524 0001 3 3 99 99 0 10 8;3;538
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;145549;RESOLUÇÃO SES;1976;APROVADO;CARMO DO RIO CLARO;HOSPITAL SAO VICENTE DE PAULO;05.012.103/0001-95;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427205;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2927
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;145656;EXECUÇÃO DIRETA - CAIXA ESCOLAR;2017;ENVIADA PARA SEE;SAO BENTO ABADE;EE PROFESSORA ALDA DE MOURA CARVALHO;;174017,0;2126;RENOVAÇÃO DE MOBILIÁRIO E/OU EQUIPAMENTO;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;708089;1261 12 368 168 2126 0001 4 4 99 99 0 10 8;4;741
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;146780;RESOLUÇÃO SES;2264;APROVADO;OURO FINO;CASA DE CARIDADE DE OURO FINO;23.020.456/0001-19;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9508;-;-;9428036;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3553
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;146821;RESOLUÇÃO SES;2264;APROVADO;SAO SEBASTIAO DO PARAISO;SANTA CASA DE MISERICÓRDIA DE SÃO SEBASTIÃO DO PARAÍSO;24.899.395/0001-74;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9426860;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3171
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;146825;RESOLUÇÃO SES;2274;APROVADO;CAMANDUCAIA;IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAMANDUCAIA;21.420.666/0001-79;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9427027;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2900
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;147288;TRANSFERÊNCIA ESPECIAL;2276;APROVADO;GUAXUPE;MUNICIPIO DE GUAXUPE;18.663.401/0001-97;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;0014/2024;0064-7;00000050319-3;9419598;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1274
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;147506;TRANSFERÊNCIA ESPECIAL;2276;APROVADO;BRASILANDIA DE MINAS;MUNICIPIO DE BRASILANDIA DE MINAS;01.602.009/0001-35;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;0014/2024;4425-3;00000018143-9;9419431;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1277
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;146854;TRANSFERÊNCIA ESPECIAL;2278;APROVADO;ILICINEA;MUNICIPIO DE ILICINEA;18.239.608/0001-39;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;0,0;0,0;0,0;0014/2024;0173-2;00000045038-3;9420783;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1281
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;147607;TRANSFERÊNCIA ESPECIAL;2280;APROVADO;BRASILANDIA DE MINAS;MUNICIPIO DE BRASILANDIA DE MINAS;01.602.009/0001-35;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;0,0;0,0;0,0;0014/2024;4425-3;00000018143-9;9419505;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1284
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;146884;RESOLUÇÃO SES;2288;APROVADO;CASSIA;INSTITUTO DE SAO VICENTE DE PAULO;19.507.078/0001-25;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;183180,0;;183180,0;183180,0;183180,0;183180,0;0,0;0,0;0,0;0,0;9478;-;-;9427202;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2928
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;146950;EXECUÇÃO DIRETA - CAIXA ESCOLAR;2300;ENVIADA PARA SEE;EXTREMA;EE ALFREDO OLIVOTTI;;55123,0;2126;RENOVAÇÃO DE MOBILIÁRIO E/OU EQUIPAMENTO;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;;-;-;708019;1261 12 368 168 2126 0001 4 4 99 99 0 10 8;4;468
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;146951;EXECUÇÃO DIRETA - CAIXA ESCOLAR;2300;ENVIADA PARA SEE;EXTREMA;EE ODETE VALADARES;;55158,0;2126;RENOVAÇÃO DE MOBILIÁRIO E/OU EQUIPAMENTO;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;;-;-;714463;1261 12 368 168 2126 0001 4 4 99 99 0 10 8;4;726
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;146915;RESOLUÇÃO SES;2311;APROVADO;CAETE;SOCIEDADE CIVIL DE BENEFICÊNCIA CAETEENSE;18.979.328/0001-67;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9427023;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2894
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;147075;EXECUÇÃO DIRETA - CAIXA ESCOLAR;2332;ENVIADA PARA SEE;VARGINHA;EE PROFESSOR FÁBIO SALLES;;174904,0;2126;RENOVAÇÃO DE MOBILIÁRIO E/OU EQUIPAMENTO;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;;-;-;707986;1261 12 368 168 2126 0001 4 4 99 99 0 10 8;4;746
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;147297;RESOLUÇÃO SES;2375;APROVADO;BOA ESPERANCA;SANTA CASA DE MISERICORDIA DE BOA ESPERANCA;18.781.039/0001-59;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9516;-;-;9428571;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3771
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;147326;RESOLUÇÃO SES;2380;APROVADO;VARGINHA;FUNDACAO VARGINHENSE DE ASSISTENCIA AOS EXCEPCIONAIS;18.240.010/0001-60;;4129;APOIO E FORTALECIMENTO DA REDE DE CUIDADO À PESSOA COM DEFICIÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para custeio.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9479;-;-;9425849;4291 10 242 061 4129 0001 3 3 41 41 01 0 10 8 ;3;3312
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;147611;RESOLUÇÃO SES;2444;APROVADO;POCOS DE CALDAS;FUNDO MUNICIPAL DE SAÚDE DE POÇOS DE CALDAS;13.702.294/0001-45;;4122;POLÍTICAS PRÉ E PÓS HOSPITALARES DE URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso de custeio para ser utilizado na UPA de Poços de Caldas, CNES:7548311;FES Custeio;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;9547;-;-;9428943;4291 10 302 058 4122 0001 3 3 41 41 01 0 10 8 ;3;3919
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138341;TRANSFERÊNCIA ESPECIAL;249;APROVADO;SETE LAGOAS;MUNICIPIO DE SETE LAGOAS;24.996.969/0001-22;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;0014/2024;0395-6;00000146097-8;9418860;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1287
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143962;TRANSFERÊNCIA ESPECIAL;249;APROVADO;AREADO;MUNICIPIO DE AREADO;18.243.246/0001-50;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;0014/2024;1468-0;00000022083-3;9420025;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1290
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143963;TRANSFERÊNCIA ESPECIAL;249;APROVADO;BOTELHOS;MUNICIPIO DE BOTELHOS;17.847.641/0001-89;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;700000,0;;700000,0;700000,0;700000,0;700000,0;0,0;0,0;0,0;0,0;0014/2024;1659-4;00000021697-6;9420026;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1293
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143964;TRANSFERÊNCIA ESPECIAL;249;APROVADO;CONCEICAO DA APARECIDA;PREFEITURA MUNICIPAL DE CONCEIÇÃO DA APARECIDA;18.243.295/0001-92;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;600000,0;;600000,0;600000,0;600000,0;600000,0;0,0;0,0;0,0;0,0;0014/2024;1784-1;00000016105-5;9420027;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1294
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143965;TRANSFERÊNCIA ESPECIAL;249;APROVADO;IBIRACI;MUNICIPIO DE IBIRACI;17.894.072/0001-22;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;2111-3;00000023109-6;9420028;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1297
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143966;TRANSFERÊNCIA ESPECIAL;249;APROVADO;MONTE BELO;PREFEITURA MUNICIPAL DE MONTE BELO;18.668.376/0001-34;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;600000,0;;600000,0;600000,0;600000,0;600000,0;0,0;0,0;0,0;0,0;0014/2024;2322-1;00000019914-1;9420029;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1301
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143968;TRANSFERÊNCIA ESPECIAL;249;APROVADO;NOVA RESENDE;MUNICIPIO DE NOVA RESENDE;18.187.823/0001-33;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;380000,0;;380000,0;380000,0;380000,0;380000,0;0,0;0,0;0,0;0,0;0014/2024;2353-1;00000017943-4;9420030;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1305
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143978;TRANSFERÊNCIA ESPECIAL;249;APROVADO;AGUAS FORMOSAS;MUNICIPIO DE AGUAS FORMOSAS;18.404.749/0001-60;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;0889-3;00000031978-3;9420031;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1308
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143999;TRANSFERÊNCIA ESPECIAL;249;APROVADO;CARMO DA CACHOEIRA;PREFEITURA MUNICIPAL DE CARMO DA CACHOEIRA;18.240.135/0001-90;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;0032-9;00000098456-6;9420032;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1311
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144001;TRANSFERÊNCIA ESPECIAL;249;APROVADO;IBITIURA DE MINAS;PREFEITURA MUNICIPAL DE IBITIÚRA DE MINAS;18.178.962/0001-09;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;0781-1;00000038784-3;9420033;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1315
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144003;TRANSFERÊNCIA ESPECIAL;249;APROVADO;CAMPANHA;PREFEITURA MUNICIPAL DE CAMPANHA;18.712.174/0001-42;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;450000,0;;450000,0;450000,0;450000,0;450000,0;0,0;0,0;0,0;0,0;0014/2024;1711-6;00000018792-5;9420034;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1326
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144053;TRANSFERÊNCIA ESPECIAL;249;APROVADO;CAPIM BRANCO;MUNICÍPIO DE CAPIM BRANCO;18.314.617/0001-47;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;0014/2024;3212-3;00000040590-6;9420035;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1330
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144100;TRANSFERÊNCIA ESPECIAL;249;APROVADO;PERDOES;PREFEITURA MUNICIPAL DE PERDÕES;18.244.343/0001-67;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;0014/2024;2433-3;00000018589-2;9420036;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1334
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144882;TRANSFERÊNCIA ESPECIAL;249;APROVADO;SANTA RITA DO SAPUCAI;MUNICIPIO DE SANTA RITA DO SAPUCAI;18.192.898/0001-02;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;0014/2024;0872-9;00000046253-5;9420123;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1339
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144893;TRANSFERÊNCIA ESPECIAL;249;APROVADO;SAPUCAI-MIRIM;MUNICIPIO DE SAPUCAI-MIRIM;18.026.005/0001-59;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;2608-5;00000016192-6;9419748;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1343
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144944;TRANSFERÊNCIA ESPECIAL;249;APROVADO;CAMBUQUIRA;MUNICIPIO DE CAMBUQUIRA;17.955.386/0001-98;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;0014/2024;0012-4;00000090637-9;9419952;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1347
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;144945;TRANSFERÊNCIA ESPECIAL;249;APROVADO;COQUEIRAL;PREFEITURA MUNICIPAL DE COQUEIRAL;18.239.624/0001-21;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;0014/2024;1795-7;00000016295-7;9419953;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1351
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;145015;TRANSFERÊNCIA ESPECIAL;249;APROVADO;SERITINGA;PREFEITURA MUNICIPAL DE SERITINGA;18.008.854/0001-80;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;1763-9;00000027847-5;9420613;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1354
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;145118;TRANSFERÊNCIA ESPECIAL;249;APROVADO;ITUMIRIM;PREFEITURA MUNICIPAL DE ITUMIRIM;18.244.392/0001-08;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;0014/2024;0364-6;00000116846-0;9419884;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;1356
