responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;unidade_executora_codigo;funcional_programatica_formatado;categoria_economica_despesa_codigo;item_despesa_codigo;gmifp_formatado;numero_empenho;obs;funcao
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99495;TRANSFERÊNCIA ESPECIAL;3981;APROVADO;PIUMHI;MUNICIPIO DE PIUMHI;16.781.346/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;9329492,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3234;;4
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99496;RESOLUÇÃO SES;349;APROVADO;SABINOPOLIS;FUNDO MUNICIPAL DE SAUDE;11.263.461/0001-73;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335890,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3151;;10
Bloco Deputado Luiz Humberto Carneiro;;Bloco Deputado Luiz Humberto Carneiro;4291;FUNDO ESTADUAL DE SAÚDE;FES;99497;RESOLUÇÃO SES;4051;APROVADO;BOM JARDIM DE MINAS;FUNDO MUNICIPAL DE SAUDE DE BOM JARDIM DE MINAS;13.786.574/0001-89;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;ESSA INDICAÇÃO ESTÁ COMPLEMENTANDO A INDICAÇÃO N° 99489  Aquisição de veículo passeio 5 lugares.;FES Veículo Passeio (5 lugares);41268,98;;41268,98;41268,98;41268,98;41268,98;0,0;;;0,0;;9333983,0;8096;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2058;;10
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99498;TRANSFERÊNCIA ESPECIAL;3981;APROVADO;PIUMHI;MUNICIPIO DE PIUMHI;16.781.346/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9329493,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3236;;4
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99499;RESOLUÇÃO SES;349;APROVADO;PINGO-D'AGUA;FUNDO MUNICIPAL DE SAUDE DE PINGO D' AGUA;12.650.931/0001-14;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;243000,0;;243000,0;243000,0;243000,0;243000,0;0,0;;;0,0;;9335110,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3589;;10
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99500;TRANSFERÊNCIA ESPECIAL;227;APROVADO;CHAPADA GAUCHA;PREFEITURA MUNICIPAL DE CHAPADA GAUCHA;01.612.489/0001-15;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9331695,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1278;;4
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99501;TRANSFERÊNCIA ESPECIAL;4063;APROVADO;PIUMHI;MUNICIPIO DE PIUMHI;16.781.346/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;;;0,0;;9331486,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3238;;4
DALMO RIBEIRO SILVA;PSDB;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;99502;RESOLUÇÃO SES;401;APROVADO;INCONFIDENTES;MUNICIPIO DE INCONFIDENTES;21.579.770/0001-00;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;AQUISIÇÃO DE BENS PERMANENTES SOMAR AO SALDO DO INCISO D539 / 2022 VALOR DE R$ 79.080,27.;FES Bem permanente;70919,73;;70919,73;70919,73;70919,73;70919,73;0,0;;;0,0;;9333078,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2517;;10
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99503;EXECUÇÃO DIRETA - CAIXA ESCOLAR;65;ENVIADA PARA SEE;MONTALVANIA;EE SÃO SEBASTIÃO DE POÇÕES;;63053,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662392,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;2620;;12
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99504;RESOLUÇÃO SES;349;APROVADO;JUIZ DE FORA;FUNDO MUNICIPAL DE SAUDE DE JUIZ DE FORA;17.783.226/0001-09;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335527,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3944;;10
ZÉ REIS;PODE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;99505;RESOLUÇÃO SES;454;APROVADO;MONTES CLAROS;FUNDO MUNICIPAL DE SAÚDE DE MONTES CLAROS;11.495.687/0001-08;;4463; APOIO E FORTALECIMENTO À ATENÇÃO ESPECIALIZADA;OUTRAS DESPESAS CORRENTES;;;;Recurso destinado para o custeio de ações em saúde no município;FES Custeio;378217,0;;378217,0;378217,0;378217,0;378217,0;0,0;;;0,0;;9336949,0;8132;1320074,0;10.302.158.4463.0001;3,0;1,0;3.41.0.10.8;1554;;10
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99506;TRANSFERÊNCIA ESPECIAL;4065;APROVADO;ITAMOGI;PREFEITURA MUNICIPAL DE ITAMOGI;18.241.380/0001-11;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9331487,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2718;;4
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99507;EXECUÇÃO DIRETA - CAIXA ESCOLAR;65;ENVIADA PARA SEE;PAINS;EE PADRE JOSÉ VENÂNCIO;;34797,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662450,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;2554;;12
DALMO RIBEIRO SILVA;PSDB;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;99508;RESOLUÇÃO SES;539;APROVADO;BRASOPOLIS;FUNDO MUNICIPAL DE SAUDE;11.919.724/0001-50;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;AQUISIÇÃO DE BENS PERMANENTES;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332760,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2489;;10
GUILHERME DA CUNHA;NOVO;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;SEMAD;99509;CELEBRAÇÃO DE CONVÊNIO;90;APROVADO;LADAINHA;MUNICIPIO DE LADAINHA;18.404.863/0001-90;;4321;PROMOÇÃO DAS POLÍTICAS PÚBLICAS DE SANEAMENTO;INVESTIMENTOS;REFORMA OU OBRA;Construção;Estação de Tratamento de Esgoto-ETE;Aquisição de fossas sépticas.;;300000,0;;296831,31;296831,31;296831,31;296831,31;0,0;;;0,0;1371001742/2022;9341535,0;;1370001,0;17.512.120.4321.0001;4,0;1,0;4.40.0.10.8;542;;17
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99510;RESOLUÇÃO SES;349;APROVADO;CARANDAI;FUNDO MUNICIPAL DE SAÚDE DE CARANDAÍ;12.099.136/0001-80;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9336627,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;2995;;10
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99511;TRANSFERÊNCIA ESPECIAL;184;APROVADO;DORES DO TURVO;MUNICIPIO DE DORES DO TURVO;18.128.249/0001-42;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;21000,0;;21000,0;21000,0;21000,0;21000,0;0,0;;;0,0;;9330609,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1435;;4
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99512;RESOLUÇÃO SES;349;APROVADO;CONGONHAL;FUNDO MUNICIPAL DE SAÚDE DE CONGONHAL;12.667.981/0001-04;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;;;0,0;;9336687,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3325;;10
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99513;EXECUÇÃO DIRETA - CAIXA ESCOLAR;65;REPROVADO PELO ÓRGÃO;SANTA LUZIA;EE TANCREDO DE ALMEIDA NEVES;;10855,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;Conforme área técnica, o autor ou beneficiário da indicação não apresentou a documentação necessária (lista de itens) para emissão do termo de compromisso no prazo estabelecido (27/04/2022).  ;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;12
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99514;TRANSFERÊNCIA ESPECIAL;3692;APROVADO;DORES DO TURVO;MUNICIPIO DE DORES DO TURVO;18.128.249/0001-42;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;9000,0;;9000,0;9000,0;9000,0;9000,0;0,0;;;0,0;;9330061,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;1438;;4
DOORGAL ANDRADA;PATRI;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99515;TRANSFERÊNCIA ESPECIAL;232;APROVADO;IBERTIOGA;PREFEITURA MUNICIPAL DE IBERTIOGA;18.094.839/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9328493,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2412;;4
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99516;TRANSFERÊNCIA ESPECIAL;3983;APROVADO;ITAMOGI;PREFEITURA MUNICIPAL DE ITAMOGI;18.241.380/0001-11;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9329500,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2220;;4
GUSTAVO SANTANA;PL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99517;TRANSFERÊNCIA ESPECIAL;222;APROVADO;CARLOS CHAGAS;MUNICIPIO DE CARLOS CHAGAS;18.477.315/0001-90;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;1800000,0;;1800000,0;1800000,0;1800000,0;1800000,0;0,0;;;0,0;;9331811,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;952;;4
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99518;RESOLUÇÃO SES;349;APROVADO;LEOPOLDINA;FUNDO MUNICIPAL DE SAÚDE DE LEOPOLDINA;02.162.856/0001-99;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335472,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3121;;10
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99519;TRANSFERÊNCIA ESPECIAL;184;APROVADO;PRUDENTE DE MORAIS;MUNICIPIO DE PRUDENTE DE MORAIS;18.314.625/0001-93;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;21000,0;;21000,0;21000,0;21000,0;21000,0;0,0;;;0,0;;9330610,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3441;;4
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99520;EXECUÇÃO DIRETA - CAIXA ESCOLAR;65;ENVIADA PARA SEE;TEOFILO OTONI;EE PASTOR HOLLERBACH;;148024,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662477,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;3175;;12
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99521;RESOLUÇÃO SES;349;APROVADO;INHAPIM;FUNDO MUNICIPAL DE SAUDE;11.914.796/0001-04;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9336282,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3091;;10
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99522;TRANSFERÊNCIA ESPECIAL;3692;APROVADO;PRUDENTE DE MORAIS;MUNICIPIO DE PRUDENTE DE MORAIS;18.314.625/0001-93;;2090;TRANSFERÊNCIAS ESPECIAIS;OUTRAS DESPESAS CORRENTES;;;;;;9000,0;;9000,0;9000,0;9000,0;9000,0;0,0;;;0,0;;9330062,0;0021/2022;1490011,0;04.122.024.2090.0001;3,0;8,0;3.40.1.10.8;3444;;4
GUSTAVO SANTANA;PL;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99523;TRANSFERÊNCIA ESPECIAL;222;APROVADO;ANTONIO CARLOS;MUNICIPIO DE ANTONIO CARLOS;18.094.763/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9331812,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1792;;4
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99524;EXECUÇÃO DIRETA - CAIXA ESCOLAR;65;ENVIADA PARA SEE;TEOFILO OTONI;EE SÃO SEBASTIÃO;;148016,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;664806,0;;1260001,0;12.368.110.4410.0001;4,0;1,0;4.50.0.10.8;6179;;12
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;99525;RESOLUÇÃO SES;4073;APROVADO;SAO PEDRO DA UNIAO;FUNDO MUNICIPAL DE SAÚDE DE SÃO PEDRO DA UNIÃO;11.257.340/0001-19;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335932,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;2960;;10
CASSIO SOARES;PSD;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;99526;RESOLUÇÃO SES;4073;APROVADO;CONCEICAO DA APARECIDA;FUNDO MUNICIPAL DE SAUDE DE CONCEIÇÃO DA APARECIDA - MG;14.237.444/0001-50;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9336671,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3257;;10
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99527;RESOLUÇÃO SES;349;APROVADO;SAO GONCALO DO SAPUCAI;FUNDO MUNICIPAL DE SAÚDE DE SÃO GONÇALO DO SAPUCAÍ;11.274.174/0001-69;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;CUSTEIO -  ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE)  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335989,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3872;;10
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;99528;EXECUÇÃO DIRETA - CAIXA ESCOLAR;4244;ENVIADA PARA SEE;ITAPECERICA;EE PADRE HERCULANO PAZ;;202797,0;4410;MÃOS À OBRA;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;662632,0;;1260001,0;1236811044100000;4,0;1,0;4.50.0.10.8;2561;SIAFI COM DOIS OU MAIS EMPENHOS;12
BOSCO;AVANTE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;99529;RESOLUÇÃO SES;4173;APROVADO;JOAO PINHEIRO;FUNDO MUNICIPAL DE SAUDE DE JOAO PINHEIRO;12.136.070/0001-50;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Veículo 5 lugares;FES Veículo Passeio (5 lugares);65532,0;;65532,0;65532,0;65532,0;65532,0;0,0;;;0,0;;9334051,0;8096;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2425;;10
DALMO RIBEIRO SILVA;PSDB;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;4291;FUNDO ESTADUAL DE SAÚDE;FES;99530;RESOLUÇÃO SES;539;APROVADO;INCONFIDENTES;MUNICIPIO DE INCONFIDENTES;21.579.770/0001-00;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;AQUISIÇÃO DE BENS PERMANENTES SALDO PARA SOMAR A INDICAÇÃO 99502 DO INCISO S401 / 2022 DO MESMO MUNICÍPIO;FES Bem permanente;79080,77;;79080,77;79080,77;79080,77;79080,77;0,0;;;0,0;;9333076,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2520;;10
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99531;RESOLUÇÃO SES;349;APROVADO;JOAO MONLEVADE;FUNDO MUNICIPAL DE SAUDE;12.500.774/0001-60;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;  ;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335557,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3877;;10
PROFESSOR WENDEL MESQUITA;SOLIDARIEDADE;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;99532;TRANSFERÊNCIA ESPECIAL;224;APROVADO;ARAUJOS;PREFEITURA MUNICIPAL DE ARAÚJOS;18.300.996/0001-16;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9331813,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2039;;4
ELISMAR PRADO;PROS;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;99533;RESOLUÇÃO SES;4110;REPROVADO PELO ÓRGÃO;ABADIA DOS DOURADOS;FUNDO MUNICIPAL DE SAUDE DE ABADIA DOS DOURADOS;12.498.121/0001-94;;4452;REGULAÇÃO DO ACESSO;INVESTIMENTOS;;;;Ambulância;FES Ambulância Tipo A Simples Remoção Furgão;283817,0;Conforme parecer emitido pela área finalística afeta a ação orçamentária 4452, o município  não possui cota para a aquisição do veículo indicado.;0,0;0,0;0,0;0,0;0,0;;;0,0;;;;;;;;;;;10
