responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho_execucao_direta;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7916;112,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: liquidificador.;1,5111890001142024e+16;CONCLUÍDO;173900,0;341,98;341,98;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7906;77,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: refrigerador 240 litros.;1,5111890001142024e+16;CONCLUÍDO;173900,0;5437,5;5437,5;5437,5;5437,5;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;8290;1510085252023,0;Sim;Não;O presente termo de referência tem por objeto a aquisição de bens permanentes, via recursos da emenda parlamentar estadual do Deputado Sargento Rodrigues (Indicação 116416) com a finalidade de aquisição de mobiliário e equipamentos para as áreas comuns do Instituto de Criminalística, sob a forma de entrega integral, conforme especificações, exigências e quantidades estabelecidas neste documento.;1511189000117,0;CONCLUÍDO;173900,0;44721,13;43974,8;8399,88;8399,88;; Saldo remanescente será utilizado em outro controle de execução.;outras razões de ordem técnica devidamente justificadas.
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7914;112,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: air fryer.;1,5111890001142024e+16;CONCLUÍDO;173900,0;549,0;549,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7707;16,0;Sim;Sim;Aquisição de bebedouros para atender Emenda Parlamentar. Item: bebedouro para garrafão.;1,5111890000992024e+16;CONCLUÍDO;173900,0;1716,5;1716,5;1716,5;1716,5;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7908;107,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: fogão 4 bocas.;1,5111890001142024e+16;CONCLUÍDO;173900,0;890,78;840,0;0,0;0,0;;"Ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;";"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;8860;298,0;Sim;Não;Aquisição de impressora multifuncional e outros equipamentos.;1511189000125,0;EM ANDAMENTO;173900,0;9594,44;9594,44;0,0;0,0;;Saldo remanescente usado em outros processos de compra.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;8101;262,0;Sim;Sim;Aquisição de webcam;1511189121,0;EM ANDAMENTO;173900,0;2228,56;1070,0;0,0;0,0;;aproveitamento de recurso;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7915;114,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: microondas 30 litros.;1,5111890001142024e+16;CONCLUÍDO;173900,0;4796,26;4796,26;2740,72;2740,72;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;8072;152,0;Sim;Sim;AQUISIÇÃO DE SCANNERS ATRAVÉS DO PREGÃO Nº 029/2020, RP Nº 088/2022 E RECURSO DE EMENDAS ESTADUAIS. SEI Nº 1510.01.0127787/2023-19.;151118900090,0;EM ANDAMENTO;173900,0;7997,98;7997,98;0,0;0,0;;Saldo remanescente usado em outros processos de compra.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;8171;288,0;Sim;Não;Câmera IP;1,5111890003012024e+16;CONCLUÍDO;173900,0;20662,88;19345,0;0,0;0,0;;Saldo remanescente, usado em outro processo.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7911;94,0;Sim;Não;"Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: televisor 43"".";1,5111890000922024e+16;CONCLUÍDO;173900,0;7244,15;7244,15;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116416;EXECUÇÃO DIRETA;APROVADO;335;7910;98,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: cadeira fixa.;1,5111890001692024e+16;CONCLUÍDO;173900,0;2380,0;2380,0;0,0;0,0;0,0;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116417;TRANSFERÊNCIA ESPECIAL;APROVADO;1421;15768;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116418;TRANSFERÊNCIA ESPECIAL;APROVADO;1421;15769;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116428;EXECUÇÃO DIRETA;APROVADO;40;10218;167,0;Sim;Não;Rádio Portátil e Móvel Memorando: 40.492.2/2023;1,2500710002072024e+16;CONCLUÍDO;500000,0;475000,0;468312,0;0,0;0,0;0,0;Saldo decorre de economicidade. Aguarda entregas para liquidação.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
BRUNO ENGLER;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;116428;EXECUÇÃO DIRETA;APROVADO;40;10241;475,0;Sim;Não;Rádio Portátil e Móvel Memorando: 40.492.2/2023;1,2500710002072024e+16;CONCLUÍDO;500000,0;25000,0;25000,0;0,0;0,0;0,0;Aguarda entregas para liquidação. Parte do objeto em outro controle de execução.;outras razões de ordem técnica devidamente justificadas.
ALENCAR DA SILVEIRA JR.;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116429;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1423;12992;;Não;;;;;70000,0;70000,0;70000,0;70000,0;70000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116430;CELEBRAÇÃO DE CONVÊNIO;APROVADO;256;14718;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116431;CELEBRAÇÃO DE CONVÊNIO;APROVADO;256;8940;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116432;CELEBRAÇÃO DE CONVÊNIO;APROVADO;256;14500;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
ALENCAR DA SILVEIRA JR.;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116433;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1425;12991;;Não;;;;;20000,0;20000,0;20000,0;20000,0;20000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116434;CELEBRAÇÃO DE CONVÊNIO;APROVADO;256;8178;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116435;CELEBRAÇÃO DE CONVÊNIO;APROVADO;256;7747;;Não;;;;;88623,86;88623,86;88623,86;88623,86;88623,86;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116436;TRANSFERÊNCIA ESPECIAL;APROVADO;1426;15770;;Não;;;;;147322,98;147322,98;147322,98;147322,98;147322,98;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116437;TRANSFERÊNCIA ESPECIAL;APROVADO;1426;15771;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116438;TRANSFERÊNCIA ESPECIAL;APROVADO;1426;15772;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116440;TRANSFERÊNCIA ESPECIAL;APROVADO;1427;15773;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116441;RESOLUÇÃO SES;APROVADO;1428;7419;;Não;;;;;260022,0;260022,0;260022,0;260022,0;260022,0;;;
JOAO VITOR XAVIER;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116442;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1411;14553;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
TADEU MARTINS LEITE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116443;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1429;16973;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
TADEU MARTINS LEITE;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116444;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1431;14511;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
TADEU MARTINS LEITE;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116445;CELEBRAÇÃO DE CONVÊNIO;APROVADO;85;14512;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116447;TRANSFERÊNCIA ESPECIAL;APROVADO;1430;15774;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116448;TRANSFERÊNCIA ESPECIAL;APROVADO;1430;15775;;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116449;TRANSFERÊNCIA ESPECIAL;APROVADO;1432;15776;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116450;TRANSFERÊNCIA ESPECIAL;APROVADO;1434;15777;;Não;;;;;125431,0;125431,0;125431,0;125431,0;125431,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116451;TRANSFERÊNCIA ESPECIAL;APROVADO;1435;15778;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116452;TRANSFERÊNCIA ESPECIAL;APROVADO;1435;15779;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116453;TRANSFERÊNCIA ESPECIAL;APROVADO;1435;15780;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116454;TRANSFERÊNCIA ESPECIAL;APROVADO;1436;15781;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
TADEU MARTINS LEITE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;116455;TRANSFERÊNCIA ESPECIAL;APROVADO;1436;15782;;Não;;;;;150000,0;150000,0;150000,0;150000,0;150000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116458;RESOLUÇÃO SES;APROVADO;446;6589;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116459;RESOLUÇÃO SES;APROVADO;446;6600;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116460;RESOLUÇÃO SES;APROVADO;446;6436;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116462;RESOLUÇÃO SES;APROVADO;446;6619;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116463;RESOLUÇÃO SES;APROVADO;446;6663;;Não;;;;;180000,0;180000,0;180000,0;180000,0;180000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116464;RESOLUÇÃO SES;APROVADO;1441;7354;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
TITO TORRES;4291;FUNDO ESTADUAL DE SAÚDE;SES;116465;RESOLUÇÃO SES;APROVADO;446;6025;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
JOAO VITOR XAVIER;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116466;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1438;14562;;Não;;;;;117492,0;117492,0;117492,0;117492,0;117492,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116467;RESOLUÇÃO SES;APROVADO;1441;7339;;Não;;;;;660000,0;660000,0;660000,0;660000,0;660000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116468;RESOLUÇÃO SES;APROVADO;1441;7399;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116469;RESOLUÇÃO SES;APROVADO;1441;7689;;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;;;
GUILHERME DA CUNHA;4291;FUNDO ESTADUAL DE SAÚDE;SES;116471;RESOLUÇÃO SES;APROVADO;1444;7660;;Não;;;;;226908,0;226908,0;226908,0;226908,0;226908,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116473;RESOLUÇÃO SES;APROVADO;453;6468;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116474;RESOLUÇÃO SES;APROVADO;453;5877;;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116475;RESOLUÇÃO SES;APROVADO;453;6415;;Não;;;;;250000,0;250000,0;250000,0;250000,0;250000,0;;;
TADEU MARTINS LEITE;4291;FUNDO ESTADUAL DE SAÚDE;SES;116476;RESOLUÇÃO SES;APROVADO;453;6531;;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;;;
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7914;112,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: air fryer.;1,5111890001142024e+16;CONCLUÍDO;326100,0;33489,0;33489,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7909;76,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: cafeteira.;1,5111890001142024e+16;CONCLUÍDO;326100,0;12800,0;12800,0;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7908;107,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: fogão 4 bocas.;1,5111890001142024e+16;CONCLUÍDO;326100,0;25302,68;24780,0;0,0;0,0;;"Ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;";"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7910;98,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: cadeira fixa.;1,5111890001692024e+16;CONCLUÍDO;326100,0;11900,0;11900,0;0,0;0,0;0,0;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7906;77,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: refrigerador 240 litros.;1,5111890001142024e+16;CONCLUÍDO;326100,0;119625,0;119625,0;94250,0;74312,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7912;98,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: mesa redonda para reunião - 4 lugares.;1,5111890001692024e+16;CONCLUÍDO;326100,0;6900,0;6900,0;0,0;0,0;0,0;Saldo remanescente será utilizado em outros procedimentos licitatórios;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7916;112,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: liquidificador.;1,5111890001142024e+16;CONCLUÍDO;326100,0;10772,37;10772,37;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7915;114,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: microondas 30 litros.;1,5111890001142024e+16;CONCLUÍDO;326100,0;87703,04;87703,04;71258,72;71258,72;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;116477;EXECUÇÃO DIRETA;APROVADO;335;7913;112,0;Sim;Não;Aquisição de mobiliário e equipamentos para a Polícia Civil de Minas Gerais, visando atender a Emendas Parlamentares. Item: sanduicheira.;1,5111890001142024e+16;CONCLUÍDO;326100,0;17096,3;17096,3;0,0;0,0;;Saldo remanescente será utilizado em outros procedimentos licitatórios.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;116479;EXECUÇÃO DIRETA;APROVADO;122;10868;58,0;Sim;Não;- Processo vinculado/associado - 14010680000292023 - Aquisição de Kit Conforto em benefício do 1º BBM e 3º BBM, e equipamentos em benefício da SAS/3ºBBM, sob a forma de entrega integral. (Valor total dos itens: R$ 71.153,38) - Processo vinculado/associado - 1402007 000020/2023 (Valor total dos itens: R$ 29.892,00) -Aquisição de kits para refeitórios das Unidades do 6º COB.  - Processo vinculado/associado - 1402007 000023/2023 (Valor do item: R$ 179,40) - AQUISIÇÃO de equipamentos e materiais de musculação para instalação de uma academia em benefício a sede da 1° Cia Ind BM - Poços de Caldas/MG.;1,4010680000292024e+16;CONCLUÍDO;186000,0;120000,0;113896,78;31761,4;1669,72;;Economia processual;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;116479;EXECUÇÃO DIRETA;APROVADO;122;10867;63,0;Sim;Não;MOBILIÁRIO PARA O 1º BBM -Processo vinculado/associado: 1401068 / 39 / 2023 (Valor ;1,4010680000432024e+16;CONCLUÍDO;186000,0;6000,0;5534,4;0,0;0,0;;Economia processual.;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;116479;EXECUÇÃO DIRETA;APROVADO;122;10869;257,0;Sim;Sim;	Barco, reboque para barcos, motor de popa, cilindro de ar, luz de cena;14011040000105,0;CONCLUÍDO;186000,0;60000,0;59902,6;1100,0;0,0;;Economia processual;indicação com mais de um controle de execução cadastrado
SARGENTO RODRIGUES;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;116480;EXECUÇÃO DIRETA;APROVADO;122;10870;930,0;Sim;Não;Aquisição de eletrodomésticos e mobiliário de cozinha (Kits Conforto) para as Unidades apoiadas pelo 2º COB: 5º BBM - Uberlândia, 8º BBM - Uberaba e 12º BBM - Patos de Minas.;1,4018060000132024e+16;CONCLUÍDO;314000,0;314000,0;308017,5;61088,56;60670,3;;Economia processual;indicação com mais de um controle de execução cadastrado
ULYSSES GOMES;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116481;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1442;7849;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
ULYSSES GOMES;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116482;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1442;14503;;Não;;;;;90000,0;88723,9;88723,9;88723,9;88723,9;;;
ULYSSES GOMES;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116483;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1442;14517;;Não;;;;;80022,0;80022,0;80022,0;80022,0;80022,0;;;
ULYSSES GOMES;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;SECULT;116484;CELEBRAÇÃO DE CONVÊNIO;APROVADO;1443;14518;;Não;;;;;9978,0;9975,45;9975,45;9975,45;9975,45;;;
GUILHERME DA CUNHA;4291;FUNDO ESTADUAL DE SAÚDE;SES;116486;RESOLUÇÃO SES;APROVADO;1455;7661;;Não;;;;;753804,0;753804,0;753804,0;753804,0;753804,0;;;
RAUL BELÉM;4291;FUNDO ESTADUAL DE SAÚDE;SES;116487;RESOLUÇÃO SES;APROVADO;1446;7617;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
RAUL BELÉM;4291;FUNDO ESTADUAL DE SAÚDE;SES;116488;RESOLUÇÃO SES;APROVADO;1446;7147;;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116489;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;13844;;Não;;;;;90000,0;90000,0;90000,0;90000,0;0,0;;Ausência de conta bancária cadastrada do beneficiário no portal Sigcon;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
DOORGAL ANDRADA;4291;FUNDO ESTADUAL DE SAÚDE;SES;116491;RESOLUÇÃO SES;APROVADO;500;7820;;Não;;;;;70000,0;70000,0;70000,0;70000,0;70000,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116492;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;13371;;Não;;;;;90000,0;88623,86;88623,86;88623,86;0,0;;Ausência de conta bancária cadastrada do beneficiário no portal Sigcon;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
DOORGAL ANDRADA;4291;FUNDO ESTADUAL DE SAÚDE;SES;116493;RESOLUÇÃO SES;APROVADO;1286;7822;;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;;;
DOUTOR PAULO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;116494;CELEBRAÇÃO DE CONVÊNIO;APROVADO;162;12965;;Não;;;;;90000,0;89890,0;89890,0;89890,0;89890,0;;;
